dept_sap,structure_version,effective_date,dept_level,region,province,dept_name_display,dept_name_raw,match_key,dept_size,name_verified,resource_code,size_conflict,note
,2568-10-01,2568-10-01,กฟส.,กฟน.3,อุทัยธานี,กฟส.ห้วยคต,กฟส.ห้วยคต,ห้วยคต,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,อุทัยธานี,กฟส.เมืองการุ้ง,กฟส.เมืองการุ้ง,เมืองการุ้ง,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,อุทัยธานี,กฟส.เมืองอุทัยธำนี,กฟส.เมืองอุทัยธำนี,เมืองอุทัยธานี,M,N,112,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.ชนแดน,กฟส.ชนแดน,ชนแดน,S,N,113,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.ตำดกลอย,กฟส.ตำดกลอย,ตาดกลอย,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.น้ำหนำว,กฟส.น้ำหนำว,น้าหนาว,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.บึงสำมพัน,กฟส.บึงสำมพัน,บึงสามพัน,M,N,112,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.บ้านกลาง,กฟส.บ้านกลาง,บ้านกลาง,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.พุเตย,กฟส.พุเตย,พุเตย,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.วังชมภู,กฟส.วังชมภู,วังชมภู,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.วังโป่ง,กฟส.วังโป่ง,วังโป่ง,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.วิเชียรบุรี,กฟส.วิเชียรบุรี,วิเชียรบุรี,S,N,113,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.ศรีเทพ,กฟส.ศรีเทพ,ศรีเทพ,S,N,113,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.หนองไผ่,กฟส.หนองไผ่,หนองไผ่,M,N,112,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.หล่มสัก,กฟส.หล่มสัก,หล่มสัก,M,N,112,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.หล่มเก่า,กฟส.หล่มเก่า,หล่มเก่า,S,N,113,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.เขาค้อ,กฟส.เขาค้อ,เขาค้อ,XS,N,114,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.เมืองเพชรบูรณ์,กฟส.เมืองเพชรบูรณ์,เมืองเพชรบูรณ์,L,N,111,,
,2568-10-01,2568-10-01,กฟส.,กฟน.3,เพชรบูรณ์,กฟส.แคมป์สน,กฟส.แคมป์สน,แคมป์สน,XS,N,114,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,นครนายก,กฟจ.นครนายก,กฟจ.นครนำยก,นครนายก,S,Y,105,,ยกระดับจาก กฟส.เมืองนครนำยก (ขนาดเดิม M)
,2569-01-01,2569-01-01,กฟส.,กฟก.1,นครนายก,กฟส.บ้านนา,กฟส.บ้านนา,บ้านนา,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,นครนายก,กฟส.ปำกพลี,กฟส.ปำกพลี,ปากพลี,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,นครนายก,กฟส.องครักษ์,กฟส.องครักษ์,องครักษ์,M,N,112,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,ปทุมธานี,กฟจ.ปทุมธานี,กฟจ.ปทุมธำนี,ปทุมธานี,L,Y,104,,ยกระดับจาก กฟส.เมืองปทุมธำนี (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.คลองหลวง,กฟส.คลองหลวง,คลองหลวง,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.ธัญบุรี,กฟส.ธัญบุรี,ธัญบุรี,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.รังสิต,กฟส.รังสิต,รังสิต,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.ลาดหลุมแก้ว,กฟส.ลาดหลุมแก้ว,ลาดหลุมแก้ว,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.ลำลูกกำ,กฟส.ลำลูกกำ,ลาลูกกา,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.สำมโคก,กฟส.สำมโคก,สามโคก,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.หนองเสือ,กฟส.หนองเสือ,หนองเสือ,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปทุมธานี,กฟส.เมืองปทุมธำนี2,กฟส.เมืองปทุมธำนี2,เมืองปทุมธานี2,L,N,111,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,ปราจีนบุรี,กฟจ.ปราจีนบุรี,กฟจ.ปรำจีนบุรี,ปราจีนบุรี,S,Y,105,,ยกระดับจาก กฟส.เมืองปรำจีนบุรี (ขนาดเดิม M)
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.กบินทร์บุรี,กฟส.กบินทร์บุรี,กบินทร์บุรี,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.ท่าตูม,กฟส.ท่าตูม,ท่าตูม,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.นำดี,กฟส.นำดี,นาดี,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.บ้านสร้าง,กฟส.บ้านสร้าง,บ้านสร้าง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.ประจันตคำม,กฟส.ประจันตคำม,ประจันตคาม,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.วังตะเคียน,กฟส.วังตะเคียน,วังตะเคียน,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.ศรีมหำโพธิ,กฟส.ศรีมหำโพธิ,ศรีมหาโพธิ,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,ปราจีนบุรี,กฟส.ศรีมโหสถ,กฟส.ศรีมโหสถ,ศรีมโหสถ,XS,N,114,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,พระนครศรีอยุธยา,กฟจ.พระนครศรีอยุธยา,กฟจ.พระนครศรีอยุธยำ,พระนครศรีอยุธยา,L,Y,104,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.ดอนพุด,กฟส.ดอนพุด,ดอนพุด,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.ท่าเรือ,กฟส.ท่าเรือ,ท่าเรือ,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.นครหลวง,กฟส.นครหลวง,นครหลวง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บางซ้าย,กฟส.บางซ้าย,บางซ้าย,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บำงบำล,กฟส.บำงบำล,บางบาล,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บำงปะหัน,กฟส.บำงปะหัน,บางปะหัน,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บำงปะอิน,กฟส.บำงปะอิน,บางปะอิน,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บำงไทร,กฟส.บำงไทร,บางไทร,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บ้านหมอ,กฟส.บ้านหมอ,บ้านหมอ,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.บ้านแพรก,กฟส.บ้านแพรก,บ้านแพรก,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.ประตูน้ำพระอินทร,กฟส.ประตูน้ำพระอินทร,ประตูน้าพระอินทร,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.ผักไห่,กฟส.ผักไห่,ผักไห่,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.ภำชี,กฟส.ภำชี,ภาชี,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.มหำรำช,กฟส.มหำรำช,มหาราช,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.ลำดบัวหลวง,กฟส.ลำดบัวหลวง,ลาดบัวหลวง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.วังน้อย,กฟส.วังน้อย,วังน้อย,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.อุทัย,กฟส.อุทัย,อุทัย,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,พระนครศรีอยุธยา,กฟส.เสนำ,กฟส.เสนำ,เสนา,M,N,112,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,สระบุรี,กฟจ.สระบุรี,กฟจ.สระบุรี,สระบุรี,L,Y,104,,ยกระดับจาก กฟส.เมืองสระบุรี (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.ซับสนุ่น,กฟส.ซับสนุ่น,ซับสนุ่น,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.บ้านหินกอง,กฟส.บ้านหินกอง,บ้านหินกอง,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.พระพุทธบำท,กฟส.พระพุทธบำท,พระพุทธบาท,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.มวกเหล็ก,กฟส.มวกเหล็ก,มวกเหล็ก,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.วังม่วง,กฟส.วังม่วง,วังม่วง,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.วิหำรแดง,กฟส.วิหำรแดง,วิหารแดง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.หนองแค,กฟส.หนองแค,หนองแค,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.หนองแซง,กฟส.หนองแซง,หนองแซง,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.หนองโดน,กฟส.หนองโดน,หนองโดน,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.เสาไห้,กฟส.เสาไห้,เสาไห้,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระบุรี,กฟส.แก่งคอย,กฟส.แก่งคอย,แก่งคอย,L,N,111,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,สระแก้ว,กฟจ.สระแก้ว,กฟจ.สระแก้ว,สระแก้ว,S,Y,105,,ยกระดับจาก กฟส.เมืองสระแก้ว (ขนาดเดิม M)
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.คลองหำด,กฟส.คลองหำด,คลองหาด,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.ตำพระยำ,กฟส.ตำพระยำ,ตาพระยา,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.วังน้ำเย็น,กฟส.วังน้ำเย็น,วังน้าเย็น,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.วังสมบูรณ์,กฟส.วังสมบูรณ์,วังสมบูรณ์,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.วัฒนำนคร,กฟส.วัฒนำนคร,วัฒนานคร,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.อรัญประเทศ,กฟส.อรัญประเทศ,อรัญประเทศ,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.เขาฉกรรจ์,กฟส.เขาฉกรรจ์,เขาฉกรรจ์,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,สระแก้ว,กฟส.โคกสูง,กฟส.โคกสูง,โคกสูง,XS,N,114,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.1,อ่างทอง,กฟจ.อ่างทอง,กฟจ.อ่างทอง,อ่างทอง,S,Y,105,,ยกระดับจาก กฟส.เมืองอ่างทอง (ขนาดเดิม M)
,2569-01-01,2569-01-01,กฟส.,กฟก.1,อ่างทอง,กฟส.ป่าโมก,กฟส.ป่าโมก,ป่าโมก,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,อ่างทอง,กฟส.วิเศษชัยชำญ,กฟส.วิเศษชัยชำญ,วิเศษชัยชาญ,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,อ่างทอง,กฟส.สามโก้,กฟส.สามโก้,สามโก้,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,อ่างทอง,กฟส.แสวงหำ,กฟส.แสวงหำ,แสวงหา,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,อ่างทอง,กฟส.โพธิทอง,กฟส.โพธิทอง,โพธิทอง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.1,อ่างทอง,กฟส.ไชโย,กฟส.ไชโย,ไชโย,XS,N,114,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.2,จันทบุรี,กฟจ.จันทบุรี,กฟจ.จันทบุรี,จันทบุรี,S,Y,105,,ยกระดับจาก กฟส.เมืองจันทบุรี (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.ขลุง,กฟส.ขลุง,ขลุง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.ท่าใหม่,กฟส.ท่าใหม่,ท่าใหม่,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.นำยำยอำม,กฟส.นำยำยอำม,นายายอาม,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.บ่อเวฬุ,กฟส.บ่อเวฬุ,บ่อเวฬุ,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.มะขำม,กฟส.มะขำม,มะขาม,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.สอยดำว,กฟส.สอยดำว,สอยดาว,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.หนองคล้า,กฟส.หนองคล้า,หนองคล้า,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.เขำคิชฌกูฏ,กฟส.เขำคิชฌกูฏ,เขาคิชฌกูฏ,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.เตาหม้อ,กฟส.เตาหม้อ,เตาหม้อ,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.แก่งหางแมว,กฟส.แก่งหางแมว,แก่งหางแมว,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.แหลมสิงห์,กฟส.แหลมสิงห์,แหลมสิงห์,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,จันทบุรี,กฟส.โป่งน้ำร้อน,กฟส.โป่งน้ำร้อน,โป่งน้าร้อน,XS,N,114,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.2,ฉะเชิงเทรา,กฟจ.ฉะเชิงเทรา,กฟจ.ฉะเชิงเทรำ,ฉะเชิงเทรา,L,Y,104,,ยกระดับจาก กฟส.เมืองฉะเชิงเทรำ (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.คลองเขื่อน,กฟส.คลองเขื่อน,คลองเขื่อน,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.ดอนฉิมพลี,กฟส.ดอนฉิมพลี,ดอนฉิมพลี,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.ท่าตะเกียบ,กฟส.ท่าตะเกียบ,ท่าตะเกียบ,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.บางคล้า,กฟส.บางคล้า,บางคล้า,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.บำงน้ำเปรี้ยว,กฟส.บำงน้ำเปรี้ยว,บางน้าเปรี้ยว,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.บำงปะกง,กฟส.บำงปะกง,บางปะกง,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.บ้านคลองเจ้า,กฟส.บ้านคลองเจ้า,บ้านคลองเจ้า,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.บ้านโพธิ์,กฟส.บ้านโพธิ์,บ้านโพธิ์,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.พนมสำรคำม,กฟส.พนมสำรคำม,พนมสารคาม,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.ราชสาสน,กฟส.ราชสาสน,ราชสาสน,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.สนำมชัยเขต,กฟส.สนำมชัยเขต,สนามชัยเขต,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.เทพรำช,กฟส.เทพรำช,เทพราช,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ฉะเชิงเทรา,กฟส.แปลงยำว,กฟส.แปลงยำว,แปลงยาว,S,N,113,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.2,ชลบุรี,กฟจ.ชลบุรี,กฟจ.ชลบุรี,ชลบุรี,L,Y,104,,ยกระดับจาก กฟส.เมืองชลบุรี (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.จอมเทียน,กฟส.จอมเทียน,จอมเทียน,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.บำงแสน,กฟส.บำงแสน,บางแสน,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.บึง,กฟส.บึง,บึง,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.บ่อทอง,กฟส.บ่อทอง,บ่อทอง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.บ้านบึง,กฟส.บ้านบึง,บ้านบึง,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.บ้านเกาะล้าน,กฟส.บ้านเกาะล้าน,บ้านเกาะล้าน,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.พนัสนิคม,กฟส.พนัสนิคม,พนัสนิคม,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.พำนทอง,กฟส.พำนทอง,พานทอง,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.ศรีรำชำ,กฟส.ศรีรำชำ,ศรีราชา,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.หนองใหญ่,กฟส.หนองใหญ่,หนองใหญ่,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.เกาะจันทร์,กฟส.เกาะจันทร์,เกาะจันทร์,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.เกำะสีชัง,กฟส.เกำะสีชัง,เกาะสีชัง,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.เมืองพัทยำ,กฟส.เมืองพัทยำ,เมืองพัทยา,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ชลบุรี,กฟส.แหลมฉบัง,กฟส.แหลมฉบัง,แหลมฉบัง,L,N,111,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.2,ตราด,กฟจ.ตราด,กฟจ.ตรำด,ตราด,S,Y,105,,ยกระดับจาก กฟส.เมืองตรำด (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.คลองใหญ่,กฟส.คลองใหญ่,คลองใหญ่,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.บ่อไร่,กฟส.บ่อไร่,บ่อไร่,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.เกำะกูด,กฟส.เกำะกูด,เกาะกูด,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.เกาะช้าง,กฟส.เกาะช้าง,เกาะช้าง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.เกำะหมำก,กฟส.เกำะหมำก,เกาะหมาก,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.เขำสมิง,กฟส.เขำสมิง,เขาสมิง,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ตราด,กฟส.แหลมงอบ,กฟส.แหลมงอบ,แหลมงอบ,XS,N,114,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.2,ระยอง,กฟจ.ระยอง,กฟจ.ระยอง,ระยอง,L,Y,104,,ยกระดับจาก กฟส.เมืองระยอง (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.กร่ำ,กฟส.กร่ำ,กร่า,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.นิคมพัฒนำ,กฟส.นิคมพัฒนำ,นิคมพัฒนา,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.บ้านค่าย,กฟส.บ้านค่าย,บ้านค่าย,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.บ้านฉาง,กฟส.บ้านฉาง,บ้านฉาง,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.ปลวกแดง,กฟส.ปลวกแดง,ปลวกแดง,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.มำบตำพุด,กฟส.มำบตำพุด,มาบตาพุด,L,N,111,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.วังจันทร์,กฟส.วังจันทร์,วังจันทร์,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.เกำะเสม็ด,กฟส.เกำะเสม็ด,เกาะเสม็ด,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.เขำชะเมำ,กฟส.เขำชะเมำ,เขาชะเมา,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.เพ,กฟส.เพ,เพ,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.2,ระยอง,กฟส.แกลง,กฟส.แกลง,แกลง,L,N,111,,
,2569-01-01,2569-01-01,กฟจ.,กฟก.3,กาญจนบุรี,กฟจ.กาญจนบุรี,กฟจ.กำญจนบุรี,กาญจนบุรี,L,Y,104,,ยกระดับจาก กฟส.เมืองกำญจนบุรี (ขนาดเดิม L)
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ด่านมะขามเตี้ย,กฟส.ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ทองผำภูมิ,กฟส.ทองผำภูมิ,ทองผาภูมิ,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ท่ากระดาน,กฟส.ท่ากระดาน,ท่ากระดาน,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ท่ามะกา,กฟส.ท่ามะกา,ท่ามะกา,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ท่าม่วง,กฟส.ท่าม่วง,ท่าม่วง,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ท่าเรือ,กฟส.ท่าเรือ,ท่าเรือ,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.บ่อพลอย,กฟส.บ่อพลอย,บ่อพลอย,M,N,112,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.บ้านตลาดสำรอง,กฟส.บ้านตลาดสำรอง,บ้านตลาดสารอง,XS,N,114,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.พนมทวน,กฟส.พนมทวน,พนมทวน,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ลาดหญ้า,กฟส.ลาดหญ้า,ลาดหญ้า,S,N,113,,
,2569-01-01,2569-01-01,กฟส.,กฟก.3,กาญจนบุรี,กฟส.ศรีสวัสดิ,กฟส.ศรีสวัสดิ,ศรีสวัสดิ,XS,N,114,,
